DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITC2,2021,119,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITC2,2022,127,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITC3,2019,103,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITC3,2020,98,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITC3,2021,100,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITC3,2022,102,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITC4,2019,128,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITC4,2020,126,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITC4,2021,130,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITC4,2022,133,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF,2019,63,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF,2020,62,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF,2021,63,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF,2022,65,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF1,2019,81,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF1,2020,79,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF1,2021,81,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF1,2022,83,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF2,2019,71,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF2,2020,70,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF2,2021,72,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF2,2022,72,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF3,2019,61,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF3,2020,60,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF3,2021,61,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF3,2022,63,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF4,2019,61,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF4,2020,60,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF4,2021,62,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF4,2022,64,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF5,2019,71,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF5,2020,68,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF5,2021,73,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF5,2022,75,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF6,2019,56,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF6,2020,55,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF6,2021,56,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITF6,2022,57,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITG,2019,60,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITG,2020,60,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITG,2021,61,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITG,2022,64,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITG1,2019,58,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITG1,2020,57,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITG1,2021,59,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITG1,2022,61,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITG2,2019,69,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITG2,2020,67,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITG2,2021,69,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITG2,2022,71,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITH,2019,114,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITH,2020,110,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITH,2021,113,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITH,2022,115,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITH1,2019,156,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITH1,2020,151,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITH1,2021,153,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITH1,2022,161,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITH2,2019,122,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITH2,2020,120,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITH2,2021,121,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITH2,2022,126,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITH3,2019,109,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITH3,2020,104,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITH3,2021,107,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITH3,2022,110,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITH4,2019,102,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITH4,2020,100,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITH4,2021,104,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITH4,2022,103,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITH5,2019,116,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITH5,2020,113,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITH5,2021,117,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITH5,2022,118,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITI,2019,105,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITI,2020,101,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITI,2021,102,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITI,2022,106,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITI1,2019,105,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITI1,2020,97,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITI1,2021,100,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITI1,2022,103,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITI2,2019,83,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITI2,2020,80,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITI2,2021,82,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITI2,2022,83,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITI3,2019,89,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITI3,2020,86,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITI3,2021,89,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITI3,2022,90,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITI4,2019,114,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITI4,2020,110,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITI4,2021,110,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ITI4,2022,115,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LT,2019,83,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LT,2020,86,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LT,2021,88,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LT,2022,87,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LT0,2019,83,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LT0,2020,86,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LT0,2021,88,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LT0,2022,87,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LT01,2019,124,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LT01,2020,128,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LT01,2021,131,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LT01,2022,129,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LT02,2019,67,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LT02,2020,70,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LT02,2021,70,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LT02,2022,69,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LU,2019,248,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LU,2020,255,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LU,2021,262,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LU,2022,250,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LU0,2019,248,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LU0,2020,255,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LU0,2021,262,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LU0,2022,250,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LU00,2019,248,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LU00,2020,255,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LU00,2021,262,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LU00,2022,250,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LV,2019,66,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LV,2020,69,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LV,2021,71,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LV,2022,69,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LV0,2019,66,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LV0,2020,68,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LV0,2021,71,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LV0,2022,69,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LV00,2019,66,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LV00,2020,68,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LV00,2021,71,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,LV00,2022,69,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ME,2019,49,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ME,2020,43,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ME,2021,45,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ME,2022,48,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ME0,2019,49,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ME0,2020,43,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ME0,2021,45,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ME0,2022,48,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ME00,2019,49,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ME00,2020,43,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ME00,2021,45,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,ME00,2022,48,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,MK,2019,41,e,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,MK,2020,42,e,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,MK,2021,42,e,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,MK,2022,41,e,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,MK0,2019,41,e,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,MK0,2020,42,e,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,MK0,2021,42,e,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,MK0,2022,41,e,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,MK00,2019,41,e,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,MK00,2020,42,e,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,MK00,2021,42,e,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,MK00,2022,41,e,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,MT,2019,105,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,MT,2020,105,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,MT,2021,109,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,MT,2022,103,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,MT0,2019,105,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,MT0,2020,105,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,MT0,2021,109,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,MT0,2022,103,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,MT00,2019,105,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,MT00,2020,105,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,MT00,2021,109,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,MT00,2022,103,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL,2019,128,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL,2020,131,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL,2021,132,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL,2022,134,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL1,2019,100,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL1,2020,102,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL1,2021,104,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL1,2022,112,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL11,2019,119,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL11,2020,116,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL11,2021,120,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL11,2022,140,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL12,2019,91,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL12,2020,96,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL12,2021,96,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL12,2022,101,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL13,2019,89,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL13,2020,92,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL13,2021,93,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL13,2022,94,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL2,2019,107,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL2,2020,111,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL2,2021,111,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL2,2022,112,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL21,2019,108,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL21,2020,113,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL21,2021,113,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL21,2022,114,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL22,2019,108,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL22,2020,112,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL22,2021,112,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL22,2022,113,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL23,2019,96,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL23,2020,99,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL23,2021,98,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL23,2022,102,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL3,2019,144,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL3,2020,146,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL3,2021,146,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL3,2022,149,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL32,2019,170,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL32,2020,168,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL32,2021,168,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL32,2022,175,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL34,2019,102,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL34,2020,106,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL34,2021,104,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL34,2022,110,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL35,2019,153,,
ESTAT:NAMA_10R_2GDP(1.0),10/02/26 11:00:00,A,PPS_HAB_EU27_2020,NL35,2020,163,,
