fecha,comunidad_autonoma,sexo,grupo_edad,num_casos,num_hosp,num_uci,num_def
2021-08-01,Murcia,M,40-59,245,34,6,3
2021-08-01,Murcia,M,60-79,426,72,12,8
2021-08-01,Murcia,M,80+,471,94,16,12
2021-08-01,Murcia,F,0-19,122,9,1,0
2021-08-01,Murcia,F,20-39,161,17,3,1
2021-08-01,Murcia,F,40-59,293,41,7,4
2021-08-01,Murcia,F,60-79,289,49,8,5
2021-08-01,Murcia,F,80+,403,80,14,10
2021-09-01,Murcia,M,0-19,127,10,1,0
2021-09-01,Murcia,M,20-39,201,22,3,1
2021-09-01,Murcia,M,40-59,228,31,5,3
2021-09-01,Murcia,M,60-79,313,53,9,6
2021-09-01,Murcia,M,80+,330,66,11,8
2021-09-01,Murcia,F,0-19,115,9,1,0
2021-09-01,Murcia,F,20-39,162,17,3,1
2021-09-01,Murcia,F,40-59,226,31,5,3
2021-09-01,Murcia,F,60-79,299,50,9,5
2021-09-01,Murcia,F,80+,351,70,12,9
2021-10-01,Murcia,M,0-19,154,12,2,0
2021-10-01,Murcia,M,20-39,152,16,2,1
2021-10-01,Murcia,M,40-59,245,34,6,3
2021-10-01,Murcia,M,60-79,280,47,8,5
2021-10-01,Murcia,M,80+,373,74,13,9
2021-10-01,Murcia,F,0-19,100,8,1,0
2021-10-01,Murcia,F,20-39,194,21,3,1
2021-10-01,Murcia,F,40-59,187,26,4,2
2021-10-01,Murcia,F,60-79,288,48,8,5
2021-10-01,Murcia,F,80+,311,62,11,8
2021-11-01,Murcia,M,0-19,169,13,2,0
2021-11-01,Murcia,M,20-39,177,19,3,1
2021-11-01,Murcia,M,40-59,243,34,6,3
2021-11-01,Murcia,M,60-79,322,54,9,6
2021-11-01,Murcia,M,80+,453,90,16,11
2021-11-01,Murcia,F,0-19,120,9,1,0
2021-11-01,Murcia,F,20-39,139,15,2,1
2021-11-01,Murcia,F,40-59,220,30,5,3
2021-11-01,Murcia,F,60-79,310,52,9,6
2021-11-01,Murcia,F,80+,337,67,12,8
2021-12-01,Murcia,M,0-19,103,8,1,0
2021-12-01,Murcia,M,20-39,242,26,4,1
2021-12-01,Murcia,M,40-59,262,36,6,3
2021-12-01,Murcia,M,60-79,359,61,10,7
2021-12-01,Murcia,M,80+,516,103,18,13
2021-12-01,Murcia,F,0-19,116,9,1,0
2021-12-01,Murcia,F,20-39,177,19,3,1
2021-12-01,Murcia,F,40-59,219,30,5,3
2021-12-01,Murcia,F,60-79,341,57,10,6
2021-12-01,Murcia,F,80+,409,81,14,10
2022-01-01,Murcia,M,0-19,147,11,1,0
2022-01-01,Murcia,M,20-39,228,25,4,1
2022-01-01,Murcia,M,40-59,320,44,7,4
2022-01-01,Murcia,M,60-79,388,65,11,7
2022-01-01,Murcia,M,80+,533,106,19,13
2022-01-01,Murcia,F,0-19,170,13,2,0
2022-01-01,Murcia,F,20-39,236,25,4,1
2022-01-01,Murcia,F,40-59,248,34,6,3
2022-01-01,Murcia,F,60-79,354,60,10,7
2022-01-01,Murcia,F,80+,480,96,17,12
2022-02-01,Murcia,M,0-19,225,18,3,0
2022-02-01,Murcia,M,20-39,313,34,6,2
2022-02-01,Murcia,M,40-59,276,38,6,3
2022-02-01,Murcia,M,60-79,466,79,14,9
2022-02-01,Murcia,M,80+,666,133,23,17
2022-02-01,Murcia,F,0-19,157,12,2,0
2022-02-01,Murcia,F,20-39,243,26,4,1
2022-02-01,Murcia,F,40-59,312,43,7,4
2022-02-01,Murcia,F,60-79,389,66,11,7
2022-02-01,Murcia,F,80+,577,115,20,15
2022-03-01,Murcia,M,0-19,253,20,3,0
2022-03-01,Murcia,M,20-39,310,34,6,2
2022-03-01,Murcia,M,40-59,370,51,9,5
2022-03-01,Murcia,M,60-79,416,70,12,8
2022-03-01,Murcia,M,80+,680,136,24,17
2022-03-01,Murcia,F,0-19,139,11,1,0
2022-03-01,Murcia,F,20-39,263,28,5,2
2022-03-01,Murcia,F,40-59,312,43,7,4
2022-03-01,Murcia,F,60-79,431,73,13,8
2022-03-01,Murcia,F,80+,607,121,21,15
2022-04-01,Murcia,M,0-19,220,17,3,0
2022-04-01,Murcia,M,20-39,384,42,7,3
2022-04-01,Murcia,M,40-59,386,54,9,5
2022-04-01,Murcia,M,60-79,466,79,14,9
2022-04-01,Murcia,M,80+,678,135,24,17
2022-04-01,Murcia,F,0-19,169,13,2,0
2022-04-01,Murcia,F,20-39,276,30,5,2
2022-04-01,Murcia,F,40-59,281,39,7,3
2022-04-01,Murcia,F,60-79,404,68,12,8
2022-04-01,Murcia,F,80+,563,112,20,14
2022-05-01,Murcia,M,0-19,200,16,2,0
2022-05-01,Murcia,M,20-39,330,36,6,2
2022-05-01,Murcia,M,40-59,386,54,9,5
2022-05-01,Murcia,M,60-79,524,89,16,10
2022-05-01,Murcia,M,80+,662,132,23,17
2022-05-01,Murcia,F,0-19,211,16,2,0
2022-05-01,Murcia,F,20-39,209,22,3,1
2022-05-01,Murcia,F,40-59,258,36,6,3
2022-05-01,Murcia,F,60-79,363,61,10,7
2022-05-01,Murcia,F,80+,550,110,19,14
2022-06-01,Murcia,M,0-19,240,19,3,0
2022-06-01,Murcia,M,20-39,274,30,5,2
2022-06-01,Murcia,M,40-59,336,47,8,4
2022-06-01,Murcia,M,60-79,461,78,14,9
2022-06-01,Murcia,M,80+,660,132,23,17
2022-06-01,Murcia,F,0-19,153,12,2,0
2022-06-01,Murcia,F,20-39,223,24,4,1
2022-06-01,Murcia,F,40-59,246,34,6,3
2022-06-01,Murcia,F,60-79,365,62,11,7
2022-06-01,Murcia,F,80+,561,112,20,14
2022-07-01,Murcia,M,0-19,202,16,2,0
2022-07-01,Murcia,M,20-39,263,28,5,2
2022-07-01,Murcia,M,40-59,380,53,9,5
2022-07-01,Murcia,M,60-79,439,74,13,8
2022-07-01,Murcia,M,80+,671,134,24,17
2022-07-01,Murcia,F,0-19,205,16,2,0
2022-07-01,Murcia,F,20-39,235,25,4,1
2022-07-01,Murcia,F,40-59,235,32,5,3
2022-07-01,Murcia,F,60-79,443,75,13,8
2022-07-01,Murcia,F,80+,526,105,18,13
2022-08-01,Murcia,M,0-19,195,15,2,0
2022-08-01,Murcia,M,20-39,321,35,6,2
2022-08-01,Murcia,M,40-59,372,52,9,5
2022-08-01,Murcia,M,60-79,508,86,15,10
2022-08-01,Murcia,M,80+,625,125,22,16
2022-08-01,Murcia,F,0-19,177,14,2,0
2022-08-01,Murcia,F,20-39,204,22,3,1
2022-08-01,Murcia,F,40-59,307,42,7,4
2022-08-01,Murcia,F,60-79,383,65,11,7
2022-08-01,Murcia,F,80+,536,107,19,13
2022-09-01,Murcia,M,0-19,216,17,3,0
2022-09-01,Murcia,M,20-39,307,33,5,2
2022-09-01,Murcia,M,40-59,352,49,8,4
2022-09-01,Murcia,M,60-79,528,89,16,10
2022-09-01,Murcia,M,80+,738,147,26,19
2022-09-01,Murcia,F,0-19,163,13,2,0
2022-09-01,Murcia,F,20-39,274,30,5,2
2022-09-01,Murcia,F,40-59,322,45,8,4
2022-09-01,Murcia,F,60-79,413,70,12,8
2022-09-01,Murcia,F,80+,521,104,18,13
2022-10-01,Murcia,M,0-19,204,16,2,0
2022-10-01,Murcia,M,20-39,324,35,6,2
2022-10-01,Murcia,M,40-59,353,49,8,4
2022-10-01,Murcia,M,60-79,599,101,18,11
2022-10-01,Murcia,M,80+,776,155,27,20
2022-10-01,Murcia,F,0-19,198,15,2,0
2022-10-01,Murcia,F,20-39,219,24,4,1
2022-10-01,Murcia,F,40-59,286,40,7,4
2022-10-01,Murcia,F,60-79,455,77,13,9
2022-10-01,Murcia,F,80+,685,137,24,17
2022-11-01,Murcia,M,0-19,246,19,3,0
2022-11-01,Murcia,M,20-39,407,44,7,3
2022-11-01,Murcia,M,40-59,443,62,11,6
2022-11-01,Murcia,M,60-79,612,104,18,12
2022-11-01,Murcia,M,80+,876,175,31,22
2022-11-01,Murcia,F,0-19,208,16,2,0
2022-11-01,Murcia,F,20-39,291,32,5,2
2022-11-01,Murcia,F,40-59,417,58,10,5
2022-11-01,Murcia,F,60-79,501,85,15,10
2022-11-01,Murcia,F,80+,720,144,25,18
2022-12-01,Murcia,M,0-19,263,21,3,0
2022-12-01,Murcia,M,20-39,448,49,8,3
2022-12-01,Murcia,M,40-59,495,69,12,6
2022-12-01,Murcia,M,60-79,663,112,20,13
2022-12-01,Murcia,M,80+,898,179,32,23
2022-12-01,Murcia,F,0-19,217,17,3,0
2022-12-01,Murcia,F,20-39,332,36,6,2
2022-12-01,Murcia,F,40-59,385,53,9,5
2022-12-01,Murcia,F,60-79,560,95,17,11
2022-12-01,Murcia,F,80+,725,145,26,18
2023-01-01,Murcia,M,0-19,244,19,3,0
2023-01-01,Murcia,M,20-39,362,39,7,2
2023-01-01,Murcia,M,40-59,443,62,11,6
2023-01-01,Murcia,M,60-79,679,115,20,13
2023-01-01,Murcia,M,80+,874,174,31,22
2023-01-01,Murcia,F,0-19,245,19,3,0
2023-01-01,Murcia,F,20-39,342,37,6,2
2023-01-01,Murcia,F,40-59,403,56,10,5
2023-01-01,Murcia,F,60-79,554,94,16,11
2023-01-01,Murcia,F,80+,748,149,26,19
2023-02-01,Murcia,M,0-19,197,15,2,0
2023-02-01,Murcia,M,20-39,388,42,7,3
2023-02-01,Murcia,M,40-59,490,68,12,6
2023-02-01,Murcia,M,60-79,685,116,20,13
2023-02-01,Murcia,M,80+,925,185,33,24
2023-02-01,Murcia,F,0-19,186,14,2,0
2023-02-01,Murcia,F,20-39,314,34,6,2
2023-02-01,Murcia,F,40-59,343,48,8,4
2023-02-01,Murcia,F,60-79,566,96,17,11
2023-02-01,Murcia,F,80+,746,149,26,19
2023-03-01,Murcia,M,0-19,263,21,3,0
2023-03-01,Murcia,M,20-39,366,40,7,2
2023-03-01,Murcia,M,40-59,474,66,11,6
2023-03-01,Murcia,M,60-79,614,104,18,12
2023-03-01,Murcia,M,80+,829,165,29,21
2023-03-01,Murcia,F,0-19,220,17,3,0
2023-03-01,Murcia,F,20-39,284,31,5,2
2023-03-01,Murcia,F,40-59,377,52,9,5
2023-03-01,Murcia,F,60-79,497,84,15,9
2023-03-01,Murcia,F,80+,644,128,23,16
2023-04-01,Murcia,M,0-19,205,16,2,0
2023-04-01,Murcia,M,20-39,342,37,6,2
2023-04-01,Murcia,M,40-59,420,58,10,5
2023-04-01,Murcia,M,60-79,470,79,14,9
2023-04-01,Murcia,M,80+,670,134,24,17
2023-04-01,Murcia,F,0-19,187,14,2,0
2023-04-01,Murcia,F,20-39,266,29,5,2
2023-04-01,Murcia,F,40-59,287,40,7,4
2023-04-01,Murcia,F,60-79,460,78,14,9
2023-04-01,Murcia,F,80+,567,113,20,14
2023-05-01,Murcia,M,0-19,189,15,2,0
2023-05-01,Murcia,M,20-39,300,33,5,2
2023-05-01,Murcia,M,40-59,283,39,7,3
2023-05-01,Murcia,M,60-79,393,66,11,7
2023-05-01,Murcia,M,80+,507,101,18,13
2023-05-01,Murcia,F,0-19,136,10,1,0
2023-05-01,Murcia,F,20-39,157,17,3,1
2023-05-01,Murcia,F,40-59,265,37,6,3
2023-05-01,Murcia,F,60-79,336,57,10,6
2023-05-01,Murcia,F,80+,437,87,15,11
2023-06-01,Murcia,M,0-19,127,10,1,0
2023-06-01,Murcia,M,20-39,209,22,3,1
2023-06-01,Murcia,M,40-59,190,26,4,2
2023-06-01,Murcia,M,60-79,305,51,9,6
2023-06-01,Murcia,M,80+,432,86,15,11
2023-06-01,Murcia,F,0-19,53,4,0,0
2023-06-01,Murcia,F,20-39,173,19,3,1
2023-06-01,Murcia,F,40-59,133,18,3,1
2023-06-01,Murcia,F,60-79,241,40,7,4
2023-06-01,Murcia,F,80+,301,60,10,7
2023-07-01,Murcia,M,0-19,135,10,1,0
2023-07-01,Murcia,M,20-39,97,10,1,0
2023-07-01,Murcia,M,40-59,109,15,2,1
2023-07-01,Murcia,M,60-79,216,36,6,4
2023-07-01,Murcia,M,80+,279,55,9,7
2023-07-01,Murcia,F,0-19,30,2,0,0
2023-07-01,Murcia,F,20-39,124,13,2,0
2023-07-01,Murcia,F,40-59,70,9,1,0
2023-07-01,Murcia,F,60-79,142,24,4,2
2023-07-01,Murcia,F,80+,221,44,7,5
2023-08-01,Murcia,M,0-19,85,6,1,0
2023-08-01,Murcia,M,20-39,127,13,2,1
2023-08-01,Murcia,M,40-59,139,19,3,1
2023-08-01,Murcia,M,60-79,136,23,4,2
2023-08-01,Murcia,M,80+,121,24,4,3
2023-08-01,Murcia,F,0-19,62,4,0,0
2023-08-01,Murcia,F,20-39,116,12,2,0
2023-08-01,Murcia,F,40-59,123,17,3,1
2023-08-01,Murcia,F,60-79,129,21,3,2
2023-08-01,Murcia,F,80+,123,24,4,3
2023-09-01,Murcia,M,0-19,22,1,0,0
2023-09-01,Murcia,M,20-39,113,12,2,0
2023-09-01,Murcia,M,40-59,23,3,0,0
2023-09-01,Murcia,M,60-79,53,9,1,1
2023-09-01,Murcia,M,80+,149,29,5,3
2023-09-01,Murcia,F,0-19,18,1,0,0
2023-09-01,Murcia,F,20-39,9,0,0,0
2023-09-01,Murcia,F,40-59,100,14,2,1
2023-09-01,Murcia,F,60-79,86,14,2,1
2023-09-01,Murcia,F,80+,87,17,3,2
2023-10-01,Murcia,M,0-19,0,0,0,0
2023-10-01,Murcia,M,20-39,93,10,1,0
2023-10-01,Murcia,M,40-59,38,5,0,0
2023-10-01,Murcia,M,60-79,93,15,2,1
2023-10-01,Murcia,M,80+,98,19,3,2
2023-10-01,Murcia,F,0-19,2,0,0,0
2023-10-01,Murcia,F,20-39,11,1,0,0
2023-10-01,Murcia,F,40-59,75,10,1,1
2023-10-01,Murcia,F,60-79,86,14,2,1
2023-10-01,Murcia,F,80+,2,0,0,0
2023-11-01,Murcia,M,0-19,29,2,0,0
2023-11-01,Murcia,M,20-39,14,1,0,0
2023-11-01,Murcia,M,40-59,0,0,0,0
2023-11-01,Murcia,M,60-79,36,6,1,0
2023-11-01,Murcia,M,80+,0,0,0,0
2023-11-01,Murcia,F,0-19,0,0,0,0
2023-11-01,Murcia,F,20-39,0,0,0,0
2023-11-01,Murcia,F,40-59,2,0,0,0
2023-11-01,Murcia,F,60-79,21,3,0,0
2023-11-01,Murcia,F,80+,1,0,0,0
2023-12-01,Murcia,M,0-19,53,4,0,0
2023-12-01,Murcia,M,20-39,24,2,0,0
2023-12-01,Murcia,M,40-59,65,9,1,0
2023-12-01,Murcia,M,60-79,10,1,0,0
2023-12-01,Murcia,M,80+,4,0,0,0
2023-12-01,Murcia,F,0-19,58,4,0,0
2023-12-01,Murcia,F,20-39,0,0,0,0
2023-12-01,Murcia,F,40-59,3,0,0,0
2023-12-01,Murcia,F,60-79,33,5,0,0
2023-12-01,Murcia,F,80+,0,0,0,0
2024-01-01,Murcia,M,0-19,24,1,0,0
2024-01-01,Murcia,M,20-39,22,2,0,0
2024-01-01,Murcia,M,40-59,43,6,1,0
2024-01-01,Murcia,M,60-79,33,5,0,0
2024-01-01,Murcia,M,80+,48,9,1,1
2024-01-01,Murcia,F,0-19,0,0,0,0
2024-01-01,Murcia,F,20-39,0,0,0,0
2024-01-01,Murcia,F,40-59,67,9,1,0
2024-01-01,Murcia,F,60-79,0,0,0,0
2024-01-01,Murcia,F,80+,0,0,0,0
2024-02-01,Murcia,M,0-19,18,1,0,0
2024-02-01,Murcia,M,20-39,50,5,0,0
2024-02-01,Murcia,M,40-59,8,1,0,0
2024-02-01,Murcia,M,60-79,33,5,0,0
2024-02-01,Murcia,M,80+,0,0,0,0
2024-02-01,Murcia,F,0-19,0,0,0,0
2024-02-01,Murcia,F,20-39,0,0,0,0
2024-02-01,Murcia,F,40-59,25,3,0,0
2024-02-01,Murcia,F,60-79,0,0,0,0
2024-02-01,Murcia,F,80+,0,0,0,0
2024-03-01,Murcia,M,0-19,16,1,0,0
2024-03-01,Murcia,M,20-39,32,3,0,0
2024-03-01,Murcia,M,40-59,0,0,0,0
2024-03-01,Murcia,M,60-79,18,3,0,0
2024-03-01,Murcia,M,80+,18,3,0,0
2024-03-01,Murcia,F,0-19,0,0,0,0
2024-03-01,Murcia,F,20-39,0,0,0,0
2024-03-01,Murcia,F,40-59,17,2,0,0
2024-03-01,Murcia,F,60-79,19,3,0,0
2024-03-01,Murcia,F,80+,28,5,0,0
2024-04-01,Murcia,M,0-19,9,0,0,0
2024-04-01,Murcia,M,20-39,0,0,0,0
2024-04-01,Murcia,M,40-59,21,2,0,0
2024-04-01,Murcia,M,60-79,0,0,0,0
2024-04-01,Murcia,M,80+,0,0,0,0
2024-04-01,Murcia,F,0-19,0,0,0,0
2024-04-01,Murcia,F,20-39,0,0,0,0
2024-04-01,Murcia,F,40-59,27,3,0,0
2024-04-01,Murcia,F,60-79,0,0,0,0
2024-04-01,Murcia,F,80+,0,0,0,0
2024-05-01,Murcia,M,0-19,0,0,0,0
2024-05-01,Murcia,M,20-39,48,5,0,0
2024-05-01,Murcia,M,40-59,31,4,0,0
2024-05-01,Murcia,M,60-79,0,0,0,0
2024-05-01,Murcia,M,80+,40,8,1,1
2024-05-01,Murcia,F,0-19,40,3,0,0
2024-05-01,Murcia,F,20-39,0,0,0,0
2024-05-01,Murcia,F,40-59,0,0,0,0
2024-05-01,Murcia,F,60-79,0,0,0,0
2024-05-01,Murcia,F,80+,33,6,1,0
2024-06-01,Murcia,M,0-19,47,3,0,0
2024-06-01,Murcia,M,20-39,0,0,0,0
2024-06-01,Murcia,M,40-59,52,7,1,0
2024-06-01,Murcia,M,60-79,0,0,0,0
2024-06-01,Murcia,M,80+,0,0,0,0
2024-06-01,Murcia,F,0-19,0,0,0,0
2024-06-01,Murcia,F,20-39,34,3,0,0
2024-06-01,Murcia,F,40-59,38,5,0,0
2024-06-01,Murcia,F,60-79,28,4,0,0
2024-06-01,Murcia,F,80+,0,0,0,0
2024-07-01,Murcia,M,0-19,25,2,0,0
2024-07-01,Murcia,M,20-39,15,1,0,0
2024-07-01,Murcia,M,40-59,0,0,0,0
2024-07-01,Murcia,M,60-79,0,0,0,0
2024-07-01,Murcia,M,80+,31,6,1,0
2024-07-01,Murcia,F,0-19,0,0,0,0
2024-07-01,Murcia,F,20-39,0,0,0,0
2024-07-01,Murcia,F,40-59,0,0,0,0
2024-07-01,Murcia,F,60-79,10,1,0,0
2024-07-01,Murcia,F,80+,0,0,0,0
2024-08-01,Murcia,M,0-19,0,0,0,0
2024-08-01,Murcia,M,20-39,56,6,1,0
2024-08-01,Murcia,M,40-59,30,4,0,0
2024-08-01,Murcia,M,60-79,0,0,0,0
2024-08-01,Murcia,M,80+,0,0,0,0
2024-08-01,Murcia,F,0-19,10,0,0,0
2024-08-01,Murcia,F,20-39,0,0,0,0
2024-08-01,Murcia,F,40-59,9,1,0,0
2024-08-01,Murcia,F,60-79,0,0,0,0
2024-08-01,Murcia,F,80+,0,0,0,0
2024-09-01,Murcia,M,0-19,0,0,0,0
2024-09-01,Murcia,M,20-39,0,0,0,0
2024-09-01,Murcia,M,40-59,49,6,1,0
2024-09-01,Murcia,M,60-79,1,0,0,0
2024-09-01,Murcia,M,80+,6,1,0,0
2024-09-01,Murcia,F,0-19,0,0,0,0
2024-09-01,Murcia,F,20-39,0,0,0,0
2024-09-01,Murcia,F,40-59,13,1,0,0
2024-09-01,Murcia,F,60-79,5,0,0,0
2024-09-01,Murcia,F,80+,0,0,0,0
2024-10-01,Murcia,M,0-19,6,0,0,0
2024-10-01,Murcia,M,20-39,10,1,0,0
2024-10-01,Murcia,M,40-59,38,5,0,0
2024-10-01,Murcia,M,60-79,0,0,0,0
2024-10-01,Murcia,M,80+,0,0,0,0
2024-10-01,Murcia,F,0-19,0,0,0,0
2024-10-01,Murcia,F,20-39,0,0,0,0
2024-10-01,Murcia,F,40-59,22,3,0,0
2024-10-01,Murcia,F,60-79,0,0,0,0
2024-10-01,Murcia,F,80+,0,0,0,0
2024-11-01,Murcia,M,0-19,42,3,0,0
2024-11-01,Murcia,M,20-39,0,0,0,0
2024-11-01,Murcia,M,40-59,26,3,0,0
2024-11-01,Murcia,M,60-79,0,0,0,0
2024-11-01,Murcia,M,80+,0,0,0,0
2024-11-01,Murcia,F,0-19,43,3,0,0
2024-11-01,Murcia,F,20-39,3,0,0,0
2024-11-01,Murcia,F,40-59,3,0,0,0
2024-11-01,Murcia,F,60-79,0,0,0,0
2024-11-01,Murcia,F,80+,3,0,0,0
2024-12-01,Murcia,M,0-19,0,0,0,0
2024-12-01,Murcia,M,20-39,35,3,0,0
2024-12-01,Murcia,M,40-59,81,11,1,1
2024-12-01,Murcia,M,60-79,14,2,0,0
2024-12-01,Murcia,M,80+,0,0,0,0
2024-12-01,Murcia,F,0-19,0,0,0,0
2024-12-01,Murcia,F,20-39,0,0,0,0
2024-12-01,Murcia,F,40-59,46,6,1,0
2024-12-01,Murcia,F,60-79,0,0,0,0
2024-12-01,Murcia,F,80+,0,0,0,0
2020-01-01,Navarre,M,0-19,71,5,0,0
2020-01-01,Navarre,M,20-39,32,3,0,0
2020-01-01,Navarre,M,40-59,33,4,0,0
2020-01-01,Navarre,M,60-79,63,10,1,1
2020-01-01,Navarre,M,80+,64,12,2,1
2020-01-01,Navarre,F,0-19,4,0,0,0
2020-01-01,Navarre,F,20-39,43,4,0,0
2020-01-01,Navarre,F,40-59,42,5,0,0
2020-01-01,Navarre,F,60-79,113,19,3,2
2020-01-01,Navarre,F,80+,81,16,2,2
2020-02-01,Navarre,M,0-19,89,7,1,0
2020-02-01,Navarre,M,20-39,46,5,0,0
2020-02-01,Navarre,M,40-59,109,15,2,1
2020-02-01,Navarre,M,60-79,103,17,3,2
2020-02-01,Navarre,M,80+,183,36,6,4
2020-02-01,Navarre,F,0-19,65,5,0,0
2020-02-01,Navarre,F,20-39,65,7,1,0
2020-02-01,Navarre,F,40-59,148,20,3,2
2020-02-01,Navarre,F,60-79,145,24,4,2
2020-02-01,Navarre,F,80+,176,35,6,4
2020-03-01,Navarre,M,0-19,118,9,1,0
2020-03-01,Navarre,M,20-39,189,20,3,1
2020-03-01,Navarre,M,40-59,121,16,2,1
2020-03-01,Navarre,M,60-79,260,44,7,5
2020-03-01,Navarre,M,80+,271,54,9,7
2020-03-01,Navarre,F,0-19,61,4,0,0
2020-03-01,Navarre,F,20-39,128,14,2,1
2020-03-01,Navarre,F,40-59,171,23,4,2
2020-03-01,Navarre,F,60-79,144,24,4,2
2020-03-01,Navarre,F,80+,230,46,8,5
2020-04-01,Navarre,M,0-19,145,11,1,0
2020-04-01,Navarre,M,20-39,198,21,3,1
2020-04-01,Navarre,M,40-59,270,37,6,3
2020-04-01,Navarre,M,60-79,429,72,12,8
2020-04-01,Navarre,M,80+,461,92,16,11
2020-04-01,Navarre,F,0-19,94,7,1,0
2020-04-01,Navarre,F,20-39,128,14,2,1
2020-04-01,Navarre,F,40-59,190,26,4,2
2020-04-01,Navarre,F,60-79,239,40,7,4
2020-04-01,Navarre,F,80+,381,76,13,9
2020-05-01,Navarre,M,0-19,195,15,2,0
2020-05-01,Navarre,M,20-39,245,26,4,1
2020-05-01,Navarre,M,40-59,371,51,9,5
2020-05-01,Navarre,M,60-79,393,66,11,7
2020-05-01,Navarre,M,80+,567,113,20,14
2020-05-01,Navarre,F,0-19,167,13,2,0
2020-05-01,Navarre,F,20-39,239,26,4,1
2020-05-01,Navarre,F,40-59,293,41,7,4
2020-05-01,Navarre,F,60-79,352,59,10,7
2020-05-01,Navarre,F,80+,499,99,17,12
2020-06-01,Navarre,M,0-19,177,14,2,0
2020-06-01,Navarre,M,20-39,309,33,5,2
2020-06-01,Navarre,M,40-59,365,51,9,5
2020-06-01,Navarre,M,60-79,496,84,15,9
2020-06-01,Navarre,M,80+,569,113,20,14
2020-06-01,Navarre,F,0-19,134,10,1,0
2020-06-01,Navarre,F,20-39,255,28,5,2
2020-06-01,Navarre,F,40-59,197,27,4,2
2020-06-01,Navarre,F,60-79,383,65,11,7
2020-06-01,Navarre,F,80+,538,107,19,13
2020-07-01,Navarre,M,0-19,165,13,2,0
2020-07-01,Navarre,M,20-39,248,27,4,1
2020-07-01,Navarre,M,40-59,281,39,7,3
2020-07-01,Navarre,M,60-79,402,68,12,8
2020-07-01,Navarre,M,80+,560,112,20,14
2020-07-01,Navarre,F,0-19,129,10,1,0
2020-07-01,Navarre,F,20-39,191,21,3,1
2020-07-01,Navarre,F,40-59,248,34,6,3
2020-07-01,Navarre,F,60-79,333,56,10,6
2020-07-01,Navarre,F,80+,526,105,18,13
2020-08-01,Navarre,M,0-19,134,10,1,0
2020-08-01,Navarre,M,20-39,219,24,4,1
2020-08-01,Navarre,M,40-59,234,32,5,3
2020-08-01,Navarre,M,60-79,317,53,9,6
2020-08-01,Navarre,M,80+,410,82,14,10
2020-08-01,Navarre,F,0-19,72,5,0,0
2020-08-01,Navarre,F,20-39,135,14,2,1
2020-08-01,Navarre,F,40-59,211,29,5,2
2020-08-01,Navarre,F,60-79,306,52,9,6
2020-08-01,Navarre,F,80+,323,64,11,8
2020-09-01,Navarre,M,0-19,89,7,1,0
2020-09-01,Navarre,M,20-39,109,11,1,0
2020-09-01,Navarre,M,40-59,173,24,4,2
2020-09-01,Navarre,M,60-79,273,46,8,5
2020-09-01,Navarre,M,80+,318,63,11,8
2020-09-01,Navarre,F,0-19,85,6,1,0
2020-09-01,Navarre,F,20-39,167,18,3,1
2020-09-01,Navarre,F,40-59,161,22,3,2
2020-09-01,Navarre,F,60-79,174,29,5,3
2020-09-01,Navarre,F,80+,276,55,9,7
2020-10-01,Navarre,M,0-19,52,4,0,0
2020-10-01,Navarre,M,20-39,123,13,2,0
2020-10-01,Navarre,M,40-59,148,20,3,2
2020-10-01,Navarre,M,60-79,135,22,3,2
2020-10-01,Navarre,M,80+,248,49,8,6
2020-10-01,Navarre,F,0-19,59,4,0,0
2020-10-01,Navarre,F,20-39,106,11,1,0
2020-10-01,Navarre,F,40-59,133,18,3,1
2020-10-01,Navarre,F,60-79,159,27,4,3
2020-10-01,Navarre,F,80+,189,37,6,4
2020-11-01,Navarre,M,0-19,101,8,1,0
2020-11-01,Navarre,M,20-39,78,8,1,0
2020-11-01,Navarre,M,40-59,85,11,1,1
2020-11-01,Navarre,M,60-79,71,12,2,1
2020-11-01,Navarre,M,80+,228,45,8,5
2020-11-01,Navarre,F,0-19,35,2,0,0
2020-11-01,Navarre,F,20-39,97,10,1,0
2020-11-01,Navarre,F,40-59,43,6,1,0
2020-11-01,Navarre,F,60-79,117,19,3,2
2020-11-01,Navarre,F,80+,202,40,7,5
2020-12-01,Navarre,M,0-19,66,5,0,0
2020-12-01,Navarre,M,20-39,150,16,2,1
2020-12-01,Navarre,M,40-59,149,20,3,2
2020-12-01,Navarre,M,60-79,220,37,6,4
2020-12-01,Navarre,M,80+,322,64,11,8
2020-12-01,Navarre,F,0-19,107,8,1,0
2020-12-01,Navarre,F,20-39,116,12,2,0
2020-12-01,Navarre,F,40-59,111,15,2,1
2020-12-01,Navarre,F,60-79,167,28,5,3
2020-12-01,Navarre,F,80+,268,53,9,6
2021-01-01,Navarre,M,0-19,114,9,1,0
2021-01-01,Navarre,M,20-39,202,22,3,1
2021-01-01,Navarre,M,40-59,238,33,5,3
2021-01-01,Navarre,M,60-79,329,55,9,6
2021-01-01,Navarre,M,80+,427,85,15,11
2021-01-01,Navarre,F,0-19,63,5,0,0
2021-01-01,Navarre,F,20-39,185,20,3,1
2021-01-01,Navarre,F,40-59,233,32,5,3
2021-01-01,Navarre,F,60-79,218,37,6,4
2021-01-01,Navarre,F,80+,385,77,13,10
2021-02-01,Navarre,M,0-19,242,19,3,0
2021-02-01,Navarre,M,20-39,318,34,6,2
